"","Year","CountryCode","Access to electricity (% of population)","Access to electricity, urban (% of urban population)","Population ages 15-64, total","Population ages 15-64, male","Population ages 15-64, female","Population, total","Population ages 15-64 (% of total population)","Urban population","Urban land area (sq. km)","CO2 emissions from transport (% of total fuel combustion)","Railways, passengers carried (million passenger-km)","Rail lines (total route-km)","Adjusted net national income per capita (constant 2010 US$)","GDP per capita (constant 2010 US$)","Public private partnerships investment in ICT (current US$)","Investment in ICT with private participation (current US$)","Mobile cellular subscriptions (per 100 people)","Individuals using the Internet (% of population)","Fixed broadband subscriptions (per 100 people)","Researchers in R&D (per million people)","Research and development expenditure (% of GDP)","CO2 emissions (metric tons per capita)","Urban population (% of total population)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Gross enrolment ratio, lower secondary, both sexes (%)","joinID","Registrations or Sales of New Vehicles","Vehicles in Use","Number of registered passenger cars (in thousand)","Number of taxis or taxicabs (in thousand)","Total number of registered motorcycles (in thousand)","Number of public buses (in thousand)","Number of traffic accident casualties (injuries) by road","Total number of registered buses (in thousand)","Total number of registered road motor vehicles (in thousand)","the total length of the road network and includes the length of the paved and unpaved portions (km)","Number of Charging Station","Number of Car Sharing","Number of Public Transport Node","Google Trends for Grab","Google Trends for Google Maps","Road accidents deaths (nbr)","Road accidents injury (nbr)","Road accidents deaths (per 1MM habitants)","Accidents involving casualities (nbr)","Road accidents deaths (per 1MM vehicles)","Infrastructure investment rail (eur)","Infrastructure investment road (eur)","Infrastructure investment inland total (percentage GDp)","Infrastructure investment sea (eur)","Infrastructure investment air (eur)","Infrastructure investment inland waterways (eur)","Infrastructure maintenance rail (eur)","Infrastructure maintenance road (eur)","Infrastructure maintenance air (eur)","Infrastructure maintenance sea (eur)","Infrastructure maintenance inland waterways (eur)","Passenger transport by rail (MM pkm)","Passenger transport by road (MM pkm)","Passenger transport by inland (MM pkm)","Country"
"359",2019,"GBR",NA,NA,42637412,21279510,21357874,66834405,63.7956038376446,55909924,NA,NA,NA,NA,NA,43711.708459262,NA,NA,119.8975178,92.51662855,39.66665893,NA,NA,NA,83.652,84.4300003051758,NA,"GBR2019",2676918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United Kingdom"
"360",2020,"GBR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GBR2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United Kingdom"
"361",2001,"GRC",100,99.9254608154297,7415408,3751606,3663845,10862132,68.2684391344814,7919906,NA,21.9311875693674,1797,2377,20856.4537625341,24111.4174453959,NA,NA,71.52339804,10.93502581,NA,1290.70596,0.55948,8.63601427417748,72.913,60.3899993896484,98.3466,"GRC2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1880,26336,173.07836067542,19671,268.64818519577,3.04e+08,1.604e+09,1.2536644264588,1.78e+08,5.1e+07,NA,NA,NA,NA,NA,NA,1797,41083,42880,"Greece"
"362",2002,"GRC",100,99.8642807006836,7415638,3752219,3663492,10902022,68.0207613725435,7991509,NA,22.171795439451,1836,2383,21568.435914877,24965.5940233483,NA,NA,83.2946338,14.67,NA,NA,NA,8.59197018681489,73.303,61.0699996948242,99.02247,"GRC2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1634,22459,149.88045336911,16809,223.62118516491,9.83e+08,1.692e+09,1.6364783386737,9.8e+07,6.4e+07,NA,NA,NA,NA,NA,NA,1836,41811,43647,"Greece"
"363",2003,"GRC",100,99.811767578125,7404147,3745214,3659004,10928070,67.7534770838169,8052786,NA,22.3429179978701,1574,2414,22450.6187394341,26349.2772605123,NA,NA,79.65321684,17.8,0.093378272,1393.29901,0.54654,8.76074512699864,73.689,61.4000015258789,98.158,"GRC2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1605,20737,146.86948381553,15751,211.60184574819,1.699e+09,1.636e+09,1.864118833389,1.05e+08,9.1e+07,NA,NA,NA,NA,NA,NA,1574,42029,43603,"Greece"
"364",2004,"GRC",100,99.7770462036133,7397183,3738733,3658501,10955141,67.5224779866332,8114802,NA,22.867222578576,1669,2449,23378.5891284881,27614.4059062542,NA,NA,82.99369506,21.42,0.457988755,NA,0.5273,8.86796719458015,74.073,63.7700004577637,95.20129,"GRC2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1670,20179,152.43984536575,15547,212.46819338422,1.786e+09,1.507e+09,1.6999127581852,8.6e+07,9.4e+07,NA,NA,NA,NA,NA,NA,1669,42596,44265,"Greece"
"365",2005,"GRC",100,99.7654571533203,7400877,3735823,3665052,10987314,67.35838555925,8180275,NA,22.875748345762,1854,2576,23718.4780677604,27698.5106057173,NA,NA,91.40834783,24,1.426422995,1745.4921,0.57896,8.98083944811261,74.452,64,97.07965,"GRC2005",295266,5516.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1658,22048,150.90130308463,16914,199.56668271545,4.3e+08,1.08e+09,0.7578711501379,8.5e+07,9.1e+07,NA,NA,NA,NA,NA,NA,1854,42484,44338,"Greece"
"366",2006,"GRC",100,99.7746963500977,7383789,3719502,3664278,11020362,67.0013253194302,8246206,NA,23.6643653744025,1811,2509,24387.052083616,29176.3928288023,NA,NA,98.16363153,32.25,4.364506472,1779.74915,0.56118,8.82779621939824,74.827,63.9599990844727,97.94731,"GRC2006",294060,5789.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1657,20675,150.35803724052,16019,191.00864553314,2.47e+08,1.392e+09,0.75231258708988,8.9e+07,6.6e+07,NA,NA,NA,NA,NA,NA,1811,42309,44120,"Greece"
"367",2007,"GRC",100,99.8005142211914,7368441,3703804,3664593,11048473,66.6919356373239,8308341,NA,23.3462637811352,1930,2551,24896.9165700723,30054.889337735,NA,NA,110.5621959,35.88,9.14966047,1889.68736,0.57655,8.89229344181771,75.199,64.6600036621094,100.23249,"GRC2007",306875,6081.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1612,19766,145.90251521636,15499,181.16430658575,3.24e+08,1.516e+09,0.79073603672957,6.4e+07,3.7e+07,NA,NA,NA,NA,NA,NA,1930,42577,44507,"Greece"
"368",2008,"GRC",100,99.8386764526367,7356513,3690363,3666087,11077841,66.4074619650591,8371303,NA,23.5063559322034,1657,2552,24397.0043618786,29874.7434268698,NA,NA,124.9905234,38.2,13.64998027,NA,0.66183,8.66282428137396,75.568,64.9899978637695,NA,"GRC2008",292865,6340.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553,19010,140.1897716351,15083,167.78305963699,3.4e+08,1.76e+09,0.86780305650477,1.12e+08,4.5e+07,NA,NA,NA,NA,NA,NA,1657,42182,43839,"Greece"
"369",2009,"GRC",100,99.8849487304688,7343262,3677831,3665375,11107017,66.1137163125434,8433780,NA,27.4803236891697,1414,2552,23402.6483303783,28514.8100044636,NA,NA,121.3136511,42.4,17.48866166,NA,0.62557,8.27789234499236,75.932,64.7300033569336,NA,"GRC2009",237118,6461.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1456,18641,131.08830210668,14789,153.89493711024,4.67e+08,1.791e+09,0.95060002974772,1.07e+08,5.1e+07,NA,NA,NA,NA,NA,NA,1414,NA,NA,"Greece"
"370",2010,"GRC",100,99.9330368041992,7317088,3661058,3656033,11121341,65.7932203287086,8484693,18519.16406,26.348597458643,1337,2552,21816.4246524797,26917.7589549077,NA,NA,112.9052704,44.4,20.69000831,NA,0.59838,7.54018386811447,76.292,64.4000015258789,105.67954,"GRC2010",153842,6562.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1258,19108,113.11585536313,15032,133.10760766057,2.12e+08,1.394e+09,0.71052060228547,7.3e+07,3.8e+07,NA,NA,NA,NA,NA,NA,1337,NA,NA,"Greece"
"371",2011,"GRC",100,99.9709091186523,7279540,3639839,3639624,11104899,65.5525091284309,8511794,NA,23.9016672751613,958,2554,19323.5394152044,24495.7111078528,NA,NA,111.9946119,51.64999517,22.75615498,2278.51787,0.67196,7.18976291454789,76.649,63.7900009155273,98.76855,"GRC2011",104682,6552.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1141,17259,102.74744506906,13849,120.05471380471,1.85e+08,1.31e+09,0.72212149046051,2.5e+07,4.9e+07,NA,NA,NA,NA,NA,NA,958,NA,NA,"Greece"
"372",2012,"GRC",100,99.9921569824219,7214133,3606596,3607441,11045011,65.3157625015942,8505100,NA,21.3006230529595,832,2208,18350.715512265,22830.5267226682,NA,NA,123.9228745,55.06999344,24.94570836,2300.31448,0.69957,7.24767136945359,77.004,63.3600006103516,97.4696,"GRC2012",62518,6513.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,988,15640,89.452151745254,12398,104.06572572151,1.77e+08,1.088e+09,0.66159735640006,2.4e+07,6e+07,NA,NA,NA,NA,NA,NA,832,NA,NA,"Greece"
"373",2013,"GRC",100,99.9990539550781,7136265,3568619,3567574,10965211,65.0809645733439,8482139,NA,23.660908695021,755,2265,17820.7937374768,22251.257305343,NA,NA,116.5555142,59.8663,27.1234207,2721.31093,0.81131,6.33594574696283,77.355,63.0099983215332,98.8703,"GRC2013",62570,6466.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,879,15175,80.162616113817,12109,92.966684294024,9.6e+07,2.181e+09,1.2604185445457,3.3e+07,4.9e+07,NA,NA,NA,NA,NA,NA,755,NA,NA,"Greece"
"374",2014,"GRC",100,100,7063412,3533994,3529383,10892413,64.8470824904574,8463623,NA,24.802671523983,1072,2238,18673.777673257,22565.6804352806,NA,NA,113.4854734,63.21,29.49197754,2791.8715,0.8333,6.19952667971734,77.702,64.0299987792969,97.07058,"GRC2014",76665,6426.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,795,14564,72.986582495541,11690,84.046939422772,180605280.54,1597943957.33,0.99551342545374,24807145.09,52872584.86,NA,NA,NA,NA,NA,NA,1072,NA,NA,"Greece"
"375",2015,"GRC",100,100,6992363,3500660,3491704,10820883,64.6191514810385,8445266,NA,NA,1263,2240,19017.9253652894,22615.3945607527,NA,NA,117.8887779,66.83495949,32.26186355,3255.9863,0.96121,6.01244038956895,78.046,65.0400009155273,100.01122,"GRC2015",82044,6205.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,793,14096,73.284222738569,11440,83.315822651818,220250025.66408,1385201657.8882,0.90571283672405,20435543.370813,43488564.189473,NA,NA,NA,NA,NA,NA,1263,NA,NA,"Greece"
"376",2016,"GRC",100,100,6952093,3481696,3470400,10775971,64.5147682306055,8446960,NA,NA,1192,2240,19106.8866121513,22666.2861968984,NA,NA,118.122548,69.08791547,34.0552614,2769.89991,0.99394,5.79384836874561,78.387,65.9100036621094,101.18699,"GRC2016",85008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,824,13825,76.466427016183,11318,86.837390662873,307757694.60575,2843430922.7158,1.7854979199673,8814449.05,48776899.02,NA,NA,NA,NA,NA,NA,1192,NA,NA,"Greece"
"377",2017,"GRC",100,100,6925566,3469894,3455666,10754679,64.3958389509388,8466513,NA,NA,1109,2240,19581.0107219372,23052.9862132037,NA,NA,122.4009386,69.89297065,35.74706347,3311.44856,1.13109,NA,78.724,65.9300003051758,102.09597,"GRC2017",95345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,731,13271,67.970415481485,10848,75.665045026395,227091679.18655,4101243142.1644,2.401727107144,4880394.7873933,27006852.313976,NA,NA,NA,NA,NA,NA,1109,NA,NA,"Greece"
"378",2018,"GRC",100,100,6898397,3458211,3440164,10732882,64.2734830567542,8485202,NA,NA,1104,2293,19820.0685720486,23546.6394661725,NA,NA,115.6669118,72.23837339,37.6522655,3482.71652,1.17732,NA,79.058,66.5199966430664,101.39118,"GRC2018",110490,NA,NA,NA,NA,NA,NA,NA,NA,117000,NA,NA,NA,NA,NA,700,13149,65.220133790719,10737,73.513967653854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1104,NA,NA,"Greece"
"379",2019,"GRC",NA,NA,6875799,3449533,3426249,10716322,64.161931282466,8508146,NA,NA,NA,2279,NA,24024.2340007051,NA,NA,113.4494873,75.67120669,39.61582878,NA,NA,NA,79.388,68.0999984741211,NA,"GRC2019",122366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696,12836,64.947656481394,10745,70.861331704337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1252,NA,NA,"Greece"
"380",2020,"GRC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRC2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greece"
"381",2001,"HRV",100,99.8393783569336,2876572,1428270,1448257,4299642,66.9025821929073,2306414,NA,24.6760563380282,1241,2726,8503.75560413401,11177.4428665801,NA,NA,39.81329719,11.55857318,NA,1509.95616,0.91644,4.7436167941424,53.642,75.75,91.08942,"HRV2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647,22093,150.47764441784,15656,NA,20979768.5544,304674345.88556,1.2681403022436,24454125.130288,6948713.1517759,2004436.4860892,83250928.722239,131624662.58652,267258.19814523,2806211.0805249,1737178.287944,1241,3478,4719,"Croatia"
"382",2002,"HRV",100,99.8882751464844,2875816,1428669,1447093,4302174,66.8456405763776,2315000,NA,24.8275862068965,1195,2726,9204.2887062007,11805.1636902382,NA,NA,52.60932085,17.76,NA,1950.04367,0.94846,4.9914187571214,53.81,75.8899993896484,92.52828,"HRV2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627,23923,145.74026991935,17071,NA,36423483.703864,615691776.38679,2.2957576331809,27654867.256637,9308223.6132096,1618821.4979495,92677530.757608,171055471.61666,269803.58299158,4316857.3278653,6475285.991798,1195,3557,4752,"Croatia"
"383",2003,"HRV",100,99.9424133300781,2878581,1431359,1447186,4303399,66.8908688861319,2322932,NA,25.2229930624381,1163,2726,9575.53109229509,12466.9291001191,NA,NA,57.81181824,22.75,0.077468247,1335.41586,0.95034,5.34107016337551,53.979,75.5599975585938,94.2815,"HRV2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,701,26153,162.89449339929,18592,NA,104363449.01383,1047333447.8249,3.7558100037408,10304239.26972,30516400.914171,2245795.7382723,103174498.32886,208594792.396,396316.89498923,3566852.0549031,6869492.84648,1163,3717,4880,"Croatia"
"384",2004,"HRV",100,99.9799423217773,2882474,1434755,1447706,4304600,66.9626372242683,2330812,NA,26.7857142857143,1213,2726,10223.983347516,12981.2544203876,NA,NA,64.68011685,30.91,0.597643823,1628.69347,1.03207,5.19816800631882,54.147,75.879997253418,NA,"HRV2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608,24271,141.24425033685,17140,NA,128160674.27718,876453643.44393,3.0112393572729,9335324.8693055,11869198.762403,3334044.5961805,113357516.27014,243785340.87272,666808.9192361,5467833.1377361,4400938.8669583,1213,3390,4603,"Croatia"
"385",2005,"HRV",100,99.9967346191406,2888729,1439207,1449523,4310145,67.0216109517051,2341055,NA,27.2727272727273,1266,2726,10861.4365957124,13523.1309936676,NA,NA,83.36344562,33.14,2.654144829,1308.11424,0.85689,5.2416767881359,54.315,75.1100006103516,104.32291,"HRV2005",79675,1549.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597,21773,138.51042134313,15679,NA,93757177.017333,750192512.93552,2.3187600688851,16616906.013158,19048648.356547,1891355.1559693,106591372.71855,242228556.76092,675483.98427473,3782710.3119385,3782710.3119385,1266,3403,4669,"Croatia"
"386",2006,"HRV",100,100,2894527,1442973,1451580,4311159,67.1403505600949,2348849,NA,28.943415122684,1362,2722,11369.4760246336,14195.0403114126,NA,NA,100.5587794,37.98,5.760989408,1321.96175,0.74081,5.24384626036757,54.483,77.0199966430664,106.99051,"HRV2006",89092,1606.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614,23136,142.42109836357,16706,NA,121503365.23366,874960750.31741,2.4819575812121,13515542.874305,24300673.046731,1228685.7158459,107714781.08916,154541358.9264,1638247.6211279,4778222.2282898,1228685.7158459,1362,3537,4899,"Croatia"
"387",2007,"HRV",100,100,2894882,1443736,1451181,4310217,67.1632481559573,2355577,NA,28.9349670122526,1611,2722,12078.3352143564,14917.6512895905,NA,NA,115.4078488,41.44,8.872356803,1404.9522,0.79187,5.52829845921911,54.651,79.2200012207031,107.68548,"HRV2007",94695,1660.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619,25092,143.61225896515,18029,NA,92258213.979095,1065943500.3611,2.6376200079928,17443207.369755,19896158.406127,2044125.8636432,112154372.38522,158079066.78841,1907850.806067,7767678.2818441,1907850.806067,1611,3808,5419,"Croatia"
"388",2008,"HRV",100,100,2892514,1442898,1449641,4309705,67.1162945856258,2362537,NA,30.0099206349206,1810,2723,12174.4169481096,15201.915788476,NA,NA,104.6441053,44.24,12.13032746,1538.60787,0.88397,5.24221193794007,54.819,79.129997253418,108.74219,"HRV2008",100415,1721.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664,22395,154.07087027998,16283,NA,125688657.56762,1101298413.6652,2.5604568330281,51908861.8809,20625121.120678,1937930.8435536,105755654.60535,168323136.1258,1799507.2118712,5398521.6356136,2630049.0019656,1810,4093,5903,"Croatia"
"389",2009,"HRV",100,100,2886823,1440362,1446481,4305181,67.0546181941481,2367290,NA,31.7418677859391,1835,2722,11171.8040249136,14103.4024900022,NA,NA,107.6879222,50.58,16.52408147,1596.53963,0.84323,4.91638423564538,54.987,79.1399993896484,108.52918,"HRV2009",50859,1714.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548,21923,127.28849263248,15730,NA,98211488.42848,909103292.33242,2.2435461391718,76689414.681323,27924209.608652,3541607.0723169,76416983.368068,143843733.39872,3405391.4156893,3677822.7289445,1225940.9096482,1835,3438,5273,"Croatia"
"390",2010,"HRV",100,100,2877813,1436271,1441539,4295427,66.9971454415439,2369143,5302.795898,31.9078947368421,1742,2722,11092.451942084,13949.3264974977,NA,NA,113.8670083,56.55,19.3583655,1641.34223,0.7422,4.69619597772235,55.155,78.1600036621094,106.26447,"HRV2010",42031,1685.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426,18333,99.175239155502,13272,NA,83416795.862088,515318232.33224,1.3329319027808,51449504.026781,28125728.867974,2606774.8706902,89865133.700111,194959320.59215,2332377.5158807,2743973.548095,685993.38702375,1742,3284,5026,"Croatia"
"391",2011,"HRV",100,100,2856126,1425800,1430316,4280622,66.7222106425102,2368126,NA,31.8105849582173,1486,2722,11170.8150338521,13969.8048908879,NA,NA,118.5954693,57.78997899,20.70054501,1587.48964,0.75041,4.65247270139713,55.322,78.2200012207031,103.83134,"HRV2011",45935,1685.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418,18065,97.649360303246,13228,NA,80528070.552807,465691546.56915,1.2271356331498,62647881.264788,18552376.855238,3495375.3495375,86846633.684663,212142396.21424,3495375.3495375,3360937.8360938,806625.08066251,1486,3145,4631,"Croatia"
"392",2012,"HRV",100,100,2840765,1418591,1422138,4267558,66.5665319173403,2368751,NA,33.5770871419866,1104,2723,10972.9907828002,13677.4207155701,NA,NA,115.7237473,61.93997315,21.39776781,1556.84123,0.75029,4.22848547108206,55.506,80.25,101.90938,"HRV2012",35654,1598.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,16010,92.09013679486,11773,NA,61824418.651031,478640660.52411,1.237485212203,95861087.843857,15555821.467034,3323893.4758619,102242963.31751,186536901.86537,3456849.2148964,3988672.1710343,1196601.6513103,1104,3249,4353,"Croatia"
"393",2013,"HRV",100,100,2829802,1413772,1415987,4255689,66.4945594605806,2370674,NA,35.1572327044025,948,2722,11179.0863262576,13654.2454415363,NA,NA,110.3918348,66.7476,22.32428673,1526.68079,0.81016,4.13601651812433,55.706,81.9199981689453,102.14392,"HRV2013",33819,1602.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368,15274,86.472484244032,11225,209.15769694641,183137617.09988,424198443.06637,1.3936819349716,74284206.359678,16097110.436733,1715265.8662093,102124290.80354,208998548.62119,4486079.9577781,4354136.4296081,1187491.7535295,948,3507,4455,"Croatia"
"394",2014,"HRV",100,100,2814384,1406955,1407391,4238389,66.4022096518586,2370234,NA,36.5918097754293,927,2604,11256.8101463943,13663.1654484475,NA,NA,104.8370208,68.57,23.13434905,1437.42986,0.78252,3.9885130883456,55.923,84.379997253418,103.46427,"HRV2014",40196,1631.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,14222,72.669120271877,10607,172.41639903872,130720666.43963,279516936.05428,0.9452440522359,69682760.066015,77934665.863307,NA,105702983.78435,257380871.29647,4453409.4779032,3012600.5291698,NA,927,3648,4575,"Croatia"
"395",2015,"HRV",100,100,2783338,1392591,1390744,4203604,66.2131450168373,2360534,NA,NA,951,2604,12015.7962639116,14111.2512495402,NA,NA,104.3182481,69.84503592,23.29894535,1504.17896,0.84027,4.11834868365336,56.155,84.3300018310547,106.42544,"HRV2015",43668,1662.7,NA,NA,NA,NA,NA,NA,NA,137039,NA,NA,NA,NA,NA,348,15024,82.786104495095,11038,191.57647066595,60021013.921723,238376674.54689,0.66883330978286,NA,139742579.45889,NA,100735487.26031,245074862.09614,3546099.2907801,NA,NA,951,3377,4328,"Croatia"
"396",2016,"HRV",100,100,2753101,1376955,1376108,4174349,65.9528270908012,2354458,NA,NA,836,2605,12212.4755457905,14707.2369456328,NA,NA,104.888678,72.69726967,24.80146614,1850.49572,0.8627,4.18937731368412,56.403,86.0899963378906,109.90878,"HRV2016",53929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,14596,73.544401773786,10779,163.26252774001,44329418.010485,197358816.11255,0.51855374477816,NA,175857721.14938,NA,87729776.362068,234388479.66023,3981684.2524388,NA,NA,836,3802,4638,"Croatia"
"397",2017,"HRV",100,100,2703200,1351904,1351256,4124531,65.5395821564065,2337248,NA,NA,745,2605,13051.2313501196,15396.801079964,NA,NA,103.1730226,67.09619204,26.19934174,1868.34023,0.8645,NA,56.667,87.629997253418,111.41887,"HRV2017",60783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,14608,80.251548600314,10939,170.85661104105,62563635.389315,196532876.05166,0.52780097482166,NA,65778897.165211,NA,90965114.409732,172418412.73244,6296554.3111302,NA,NA,745,4150,4895,"Croatia"
"398",2018,"HRV",100,100,2658840,1329982,1328824,4087843,65.0426269817306,2327904,NA,NA,756,2605,13575.887084227,15971.1476683104,NA,NA,105.5834549,75.29462599,27.14540571,1921.13136,0.97489,NA,56.947,87.9300003051758,110.75597,"HRV2018",69173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,13989,77.547009510884,10450,156.54730716409,99621196.802416,285517854.97634,0.74602117686995,NA,98407948.126879,NA,96655477.81777,193310955.63554,6605465.0112563,NA,NA,756,3843,4599,"Croatia"
"399",2019,"HRV",NA,NA,2626696,1314475,1312204,4067500,64.5776436794967,2327032,NA,NA,NA,2617,NA,16509.9119244784,NA,NA,106.6423198,79.07978368,27.95854736,NA,NA,NA,57.242,87.6500015258789,NA,"HRV2019",72072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,12885,73.017824216349,9695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734,4022,4756,"Croatia"
"400",2020,"HRV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HRV2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Croatia"
"401",2001,"HUN",100,99.9254608154297,6952857,3406059,3546764,10187576,68.2483916876417,6588305,NA,17.0034589477517,10005,7736,8407.28371369887,10932.0943672052,NA,NA,48.73159222,14.5285543,0.307884015,1438.76719,0.91189,5.59287567523423,64.67,85.3600006103516,99.91318,"HUN2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1239,24149,121.61872461123,18505,436.2676056338,227570120.04324,236922316.75734,0.78643002331366,NA,16756019.112773,7403822.398667,NA,NA,NA,NA,NA,10005,64506,74511,"Hungary"
"402",2002,"HUN",100,99.8642807006836,6949046,3405247,3543740,10158608,68.4054924014606,6611324,NA,18.3647102251753,10531,7950,9093.91587733766,11483.0676330881,NA,NA,67.72813346,16.67,1.096241739,1471.87798,0.98198,5.51894147308371,65.081,86.2200012207031,100.00139,"HUN2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1429,25978,140.66887904327,19686,480.49764626765,277905522.82675,283669489.22612,0.79041593717145,NA,46935154.966295,5763966.3993696,NA,NA,NA,NA,NA,10531,64702,75233,"Hungary"
"403",2003,"HUN",100,99.811767578125,6944634,3404805,3539763,10129552,68.5581553210611,6633742,NA,18.3163085593519,10286,7950,9584.77730194104,11986.3801415504,NA,NA,78.33860647,21.63,2.606272424,1496.84332,0.91841,5.82981043979043,65.489,86.6800003051758,100.82326,"HUN2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1326,26627,130.90411106039,19976,422.15854823305,279364646.10327,242685340.15037,0.70143893446005,NA,45550341.450061,7340594.5132113,NA,NA,NA,NA,NA,10286,66122,76408,"Hungary"
"404",2004,"HUN",100,99.7770462036133,6944962,3407294,3537615,10107146,68.7133792345232,6660205,NA,19.7566733248593,10544,7950,10101.1007886258,12592.3191951254,NA,NA,86.28409963,27.74,4.064578703,1473.53102,0.86035,5.6849107552221,65.896,85.5599975585938,99.8227,"HUN2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,28054,128.22610853746,20957,392.13313161876,154510341.26677,1426659914.8074,1.8897013999364,NA,20362813.142295,754619.56251924,211158440.32051,254437858.07195,NA,NA,1008807.204631,10544,67529,78073,"Hungary"
